customer_id,first_name,last_name,email,phone,date_of_birth,signup_date,city,state,zip_code,loyalty_tier,total_spend,num_orders,last_order_date,newsletter_opt_in,preferred_contact,notes
CUST-1161,Michael,Mitchell,michael.mitchell58@aol.com,212/598/4485,13/45/1987,2019-03-06,Columbus,GA,ABCDE,Gold,4306.63,40,2023-10-10,False,email,
CUST-1162,Donna,Rodriguez,donna.rodriguez73@icloud.com,(811) 751-3758,1979-01-14,2021-12-12,Pittsburgh,PA,48356,Gold,2867.95,33,2023-11-27,True,email,
CUST-1163,Timothy,Clark,timothyclark@outlook.com,(349) 928-6277,1972-03-17,2022-04-09,San Diego,CA,98635,Platinum,2452.4,37,2023-10-10,False,mail,
CUST-1164,Anthony,Harris,anthonyharris@comcast.net,387-652-1099,1983-02-10,2020-07-20,Boston,MA,73968,Gold,2913.96,50,2024-01-21,True,mail,
CUST-1165,Sandra,Green,not_an_email,,1978-12-19,2022-08-24,Virginia Beach,VA,47171,Gold,2741.08,9,2023-08-03,false,phone,
CUST-1166,Carol,Carter,carol.carter81@gmail.com,(327) 361-8230,1990-12-16,2018-01-02,Los Angeles,CA,66072,Silver,4978.51,9,2023-10-28,False,email,
CUST-1167,Sarah,Garcia,not_an_email,(605) 840-6005,1971-01-03,2020-05-29,Chesapeake,VA,95915,Bronze,3521.45,1,2022-08-07,False,email,
CUST-1168,William,Nguyen,williamnguyen@gmail.com,(912) 551-2975,1987-11-21,2021-11-22,Savannah,GA,,Platinum,363.43,25,2022-04-02,True,email,
CUST-1169,Christopher,White,christopher_white@hotmail.com,(270) 743-1138,2004-10-02,2021-08-24,Grand Rapids,MI,31511,Platinum,1762.43,14,2023-10-06,True,phone,
CUST-1170,Donna,Baker,donna.baker@yahoo.com,1-339-932-8688,1981-07-16,2023-05-27,Worcester,MA,66280,Gold,3957.47,16,2022-10-11,True,email,
CUST-1171,Kimberly,Hill,kimberly_hill@icloud.com,(410) 730-9348,1966-12-04,2022-03-12,Racine,WI,61347,Gold,3234.39,16,2023-05-22,False,email,
CUST-1172,Jessica,Young,jessicayoung2@aol.com,(335) 596-7895,2045-06-15,2021-01-23,Milwaukee,WI,99514,Silver,-999.99,50,2022-03-16,True,mail,
CUST-1332,Robert,Smith,robert.smith8@icloud.com,(843) 929-9209,1987-04-09,2020-05-17,Raleigh,NC,62727,Bronze,3206.28,35,2023-09-23,True,phone,
CUST-1174,Jennifer,Martin,jennifer.martin20@comcast.net,(800) 849-2083,1977-10-29,2021-12-01,Fort Worth,TX,67342,Silver,298.95,6,2023-03-21,True,phone,
CUST-1175,Donna,Hill,donnahill@yahoo.com,(212) 924-3248,1951-01-07,2018-12-02,San Diego,CA,75065,Gold,2619.8,47,2022-09-23,True,phone,
CUST-1176,William,Mitchell,william.mitchell43@icloud.com,(736) 265-5308,2001-09-25,2021-07-09,Charlotte,NC,20101,Platinum,2281.44,24,2022-02-26,False,mail,
CUST-1177,David,White,david.white@outlook.com,(958) 721-1042,1953-12-14,2022-10-25,Naperville,IL,11610,,239.45,24,2023-01-28,True,email,
CUST-1178,John,Scott,john_scott32@aol.com,(477) 279-7108,1960-09-17,2020-10-25,Tucson,AZ,98254,Bronze,-999.99,34,2022-02-17,False,email,
CUST-1179,Sandra,Jackson,sandra.jackson71@gmail.com,(577) 405-5777,2000-07-31,2022-05-26,Warren,MI,49834,Silver,2324.99,38,2023-05-21,True,mail,
CUST-1180,Paul,Carter,paul.carter@outlook.com,(754) 554-1157,1980-01-21,2018-01-03,Augusta,GA,96154,Platinum,4246.54,47,2022-11-11,True,email,
CUST-1181,Dorothy,Thomas,dorothy.thomas19@yahoo.com,(244) 437-9515,1987-01-22,2021-12-06,Chandler,AZ,58823,Platinum,4873.03,6,2023-08-18,True,mail,
CUST-1182,,,,,,,,,,,,,,,,
CUST-1183,Sarah,Anderson,sarah.anderson@hotmail.com ,(308) 368-8365,1991-10-24,2019-10-06,Dallas,TX,63282,Bronze,2684.26,50,2022-08-01,False,phone,
CUST-1184,Sandra,Taylor,sandra.taylor88@gmail.com,(420) 535-3430,1958-03-08,2021-12-27,New York,NY,42534,Gold,1987.26,4,2023-11-25,False,phone,
CUST-1185,Elizabeth,Johnson,elizabethjohnson@yahoo.com,(673) 304-3290,1960-11-23,2018-01-25,Vancouver,WA,18083,Silver,662.27,26,2023-01-17,false,mail,
CUST-1186,Emily,Taylor,emily.taylor26@hotmail.com,(294) 539-3007,1953-10-31,2023-04-14,Houston,TX,70423,Bronze,848.27,37,2023-03-20,False,phone,
CUST-1187,Mary,Harris,mary_harris@icloud.com,(486) 656-3435,1953-02-09,2021-06-11,Tucson,AZ,91156,Silver,3239.92,32,2023-02-26,False,email,
CUST-1188,Jennifer,Moore,,(591) 930-6883,,2021-01-20,Spokane,WA,73527,Gold,4564.26,33,2022-11-26,False,phone,
CUST-1189,Elizabeth,Johnson,elizabeth.johnson4@gmail.com,(683) 742-6856,2002-05-24,2019-04-22,Edison,NJ,30922,Bronze,1246.81,16,2022-09-30,True,email,
CUST-1190,Andrew,Harris,andrew.harris31@aol.com,(805) 228-6761,2000-12-04,2021-02-28,Norfolk,VA,28625,Silver,4185.12,32,2023-07-10,False,email,
CUST-1191,Ashley,Williams,  ashley.williams@gmail.com,(739) 689-1011,1979-10-06,2023-02-23,Houston,TX,90495,Silver,4034.16,22,2024-01-05,True,phone,
CUST-1192,  Patricia ,Johnson,patriciajohnson@aol.com,775-820-8878,2002-07-29,2018-07-26,St. Petersburg,FL,54113,Gold,1619.79,11,2024-01-20,TRUE,mail,
CUST-1193,Ashley,Adams,ashleyadams72@outlook.com,  371 682 8231  ,N/A,2019-09-21,Jersey City,NJ,48602,Silver,896.76,1,2023-12-20,False,mail,
CUST-1194,John,Lopez,johnlopez@live.com,674.513.8431,1971-05-09,2019-12-12,Green Bay,WI,51879,Silver,3184.57,6,2023-12-27,False,phone,
CUST-1195,James,Taylor,JAMESTAYLOR9@ICLOUD.COM,(310) 937-1020,1954-04-27,2020-03-01,Pittsburgh,PA,67438,Platinum,4845.82,27,2023-05-20,False,phone,
CUST-1196,Paul,Harris,paulharris@hotmail.com,(662) 275-1547,1976-06-16,2018-02-11,Yonkers,NY,51774,Gold,4758.79,5,2022-12-17,True,phone,
CUST-1197,David,Campbell,david.campbell44@gmail.com,(641) 869-3703,2004-06-26,2022-12-28,Fort Worth,TX,66911,Silver,277.24,22,2022-07-30,True,phone,
CUST-1198,Brian,Scott,brianscott37@outlook.com,(298) 250-7437,2001-04-18,2021-01-30,Springfield,MO,74349,Silver,281.98,1,2023-03-14,True,phone,
CUST-1199,Kevin,Green,kevin.green@@outlook.com,(374) 853-5781,1957-05-08,2020-08-27,Kenosha,WI,25139,Gold,3926.53,31,2023-05-16,False,email,
CUST-1200,Michelle,Wright,michelle_wright49@hotmail.com,(656) 245-5313,1989-06-14,2020-08-10,Spokane,WA,,Silver,-50.0,37,2022-03-05,True,mail,
CUST-1201,Kevin,Miller,kevinmiller@gmail.com,(596) 735-7858,1998-01-16,2021-11-08,Austin,TX,72236,,2386.55,6,2023-02-09,True,mail,
CUST-1202,Andrew,King,margaretharris20@gmail.com,(371) 416-4157,1961-04-27,2018-03-29,Bowie,MD,65492,Bronze,4941.52,28,2022-07-26,True,mail,
CUST-1203,  Thomas ,Lee,thomas_lee72aol.com,(482) 732-8506,1951-02-10,2022-05-30,Houston,TX,91665,Platinum,571.47,10,2022-06-01,True,email,
CUST-1204,Andrew,Roberts,andrewroberts45@icloud.com,(592) 870-8955,02-04-1981,2021-06-01,Rochester,NY,72003,Bronze,869.28,26,2022-05-28,False,email,
CUST-1205,Betty,Perez,bettyperez61@aol.com,(220) 545-5965,1977-11-24,2019-07-29,Atlanta,GA,74437,Bronze,4862.76,15,2022-05-18,False,mail,
CUST-1206,  Mark ,Roberts,markroberts@outlook.com,(652) 416-7671,1993-06-18,2022-04-05,Paterson,NJ,77698,Gold,4106.88,33,2022-06-12,True,phone,
CUST-1207,Amanda,Allen,amandaallen@hotmail.com,(397) 405-1944,1972-05-20,2018-03-09,Spokane,WA,69827,Bronze,4590.98,46,2022-07-23,False,phone,
CUST-1208,Sandra,Allen,sandraallen@aol.com,(700) 808-8308,1965-12-07,2023-05-22,Seattle,WA,72204,Gold,1727.8,17,2024-02-06,True,phone,
CUST-1209,Mary,Harris,not_an_email,(893) 411-5408,1986-09-27,2020-11-17,San Francisco,CA,12628,Bronze,2375.75,9,2023-10-25,True,mail,
CUST-1210,James,Anderson,,508-985-9185,1972-08-10,2019-03-23,Winston-Salem,NC,71171,Gold,3389.21,40,2023-02-11,True,email,
CUST-1211,Steven,Nelson,stevennelson77@icloud.com,(900) 310-8892,1955-09-23,2019-11-20,Newport News,VA,46239,Gold,4308.84,17,2023-11-03,False,email,
CUST-1212,Barbara,,barbaraking52@hotmail.com,(938) 226-9148,1976-07-09,2019-06-16,Atlanta,GA,64862,Platinum,1947.49,3,2023-08-21,True,phone,
CUST-1213,George,Rivera,georgerivera61@icloud.com,+18704958060,1976-05-10,2018-07-19,Savannah,GA,71706,Silver,3707.19,47,2023-07-27,True,mail,
CUST-1214,Lisa,Adams,lisa_adams29@comcast.net,(539) 580-5269,2002-07-14,2019-08-26,Dallas,TX,70786,Bronze,2357.98,41,2023-08-21,True,phone,
CUST-1215,Richard,Allen,nancycarter1@live.com,(354) 340-4281,1980-09-28,2020-04-18,Yonkers,NY,84632,Platinum,724.69,46,2022-07-04,True,phone,
CUST-1216,Lisa,Green,lisagreen@live.com,(480) 414-3762,2001-09-13,2022-04-15,Naperville,IL,00000,Platinum,3928.2,50,2022-04-01,True,mail,
CUST-1217,Margaret,Green,margaret_green62@gmail.com,(238) 746-4267,1983-06-22,2023-04-30,Chandler,AZ,11845,Gold,3786.67,34,2022-07-15,True,mail,
CUST-1218,James,Green,jamesgreen45@hotmail.com,(305) 592-9246,2002-10-24,2019-09-19,Augusta,GA,31891,Bronze,4120.98,20,2022-10-25,False,mail,
CUST-1219,Dorothy,Hill,brian_jones8@comcast.net,(701) 567-4087,,2023-04-26,Evansville,IN,62873,Bronze,1149.81,47,2022-05-15,True,mail,
CUST-1220,Mary,Nguyen,mary.nguyen@comcast.net,(855) 461-9761,2005-11-26,2018-04-10,Fort Wayne,IN,87846,Bronze,3313.23,42,2022-01-21,True,mail,
CUST-1221,Linda,Clark,linda.clark71@live.com,(918) 356-4366,1950-11-01,2019-09-09,Lowell,MA,65164,Bronze,3315.79,18,2023-09-30,True,phone,
CUST-1303,Michael,Allen,michael_allen@live.com,(403) 823-4272,05/17/1964,2022-08-30,Milwaukee,WI,78569,Silver,1796.03,27,2022-10-30,True,email,
CUST-1223,Kimberly,Young,kimberly_young@gmail.com,(887) 291-2809,2001-07-05,2021-10-02,Erie,PA,74763,Silver,4747.74,50,2023-06-08,True,mail,
CUST-1224,George,Miller,george_miller38@live.com,(251) 302-3862,1953-07-16,2022-10-12,Raleigh,NC,48085,Gold,4009.96,21,2023-03-13,True,email,
CUST-1225,Timothy,Williams,timothywilliams@aol.com,(566) 648-5395,1958-05-04,2020-02-03,Cleveland,OH,54921,Silver,578.02,26,2023-04-13,False,phone,
CUST-1226,Brian,Walker,brian.walkerhotmail.com,(306) 626-8908,2001-01-16,2021-10-21,Tucson,AZ,67430,Silver,3060.5,50,2023-01-03,FALSE,mail,
CUST-1227,George,Rodriguez,george.rodriguez53gmail.com,(264) 467-6148,1951-02-10,2021-12-13,Chattanooga,TN,98857,Silver,4889.7,43,2022-12-13,True,phone,
CUST-1228,,Campbell,kevin_campbell85@hotmail.com,(771) 827-1894,1951-01-17,2021-08-10,Macon,GA,30568,Platinum,4260.84,11,2022-03-18,False,phone,
CUST-1229,Jessica,Perez,jessicaperez29@comcast.net,(440) 280-8521,1989-11-07,2022-06-29,Charlotte,NC,85108,Platinum,449.22,32,2023-04-03,False,email,
CUST-1230,Ashley,Mitchell,ashley_mitchell@gmail.com,(293) 818-5990,1995-08-10,2021-02-25,Columbus,OH,37112,Platinum,4752.27,24,2022-02-25,True,phone,
CUST-1231,Lisa,Scott,lisa_scott92@live.com,(316) 299-4633,1950-03-13,2019-12-01,Racine,WI,56548,Gold,2742.98,24,2023-12-20,True,email,
CUST-1232,David,Young,david.young@outlook.com,(323) 602-4532,1991-01-02,2022-08-16,Orlando,FL,34979,Gold,547.75,27,2022-02-17,True,phone,
CUST-1233,Sandra,Nelson,sandra.nelson@gmail.com,(766) 643-8912,N/A,2022-05-19,Bowie,MD,ABCDE,Silver,3655.17,9,2022-04-17,False,mail,
CUST-1234,Kenneth,Hill,kenneth_hill@icloud.com,(607) 551-5819,1990-08-17,2022-07-07,Edison,,27481,Silver,2069.6,45,2024-02-06,1,mail,
CUST-1235,Kimberly,Lee,kimberly.lee27@aol.com,(888) 335-3913,1995-03-17,2021-01-16,St. Louis,,93476,Gold,3554.66,49,2022-12-27,False,mail,
CUST-1236,Andrew,Nelson,andrew_nelsonyahoo.com,(225) 590-3381,1954-10-05,2021-10-04,Glendale,AZ,17419,Silver,1342.22,11,2022-10-21,False,email,
CUST-1237,Patricia,Hall,patriciahall5@live.com,(304) 830-4675,2000-05-09,2020-03-07,Grand Rapids,MI,41142,Gold,3467.75,4,2023-01-26,False,phone,
CUST-1238,Carol,Lee,carol.lee96@outlook.com,(835) 999-8259,1970-03-27,2023-02-10,Kansas City,MO,93071,Gold,3777.99,35,2024-01-27,True,mail,
CUST-1239,Richard,Jackson,richardjackson@hotmail.com,(952) 726-2955,1983-11-04,2018-03-25,Worcester,MA,66165,Gold,2787.43,9,2022-06-14,False,email,
CUST-1240,Lisa,Robinson,lisa.robinson@icloud.com,(702) 786-6866,1956-07-16,2022-05-25,Jacksonville,FL,51662,Silver,4785.37,34,2022-03-11,True,phone,
CUST-1241,Paul,Wright,paul_wright@aol.com,(539) 569-5809,1969-08-07,2023-05-01,Seattle,WA,91039,Platinum,4983.19,49,2023-10-27,True,email,
CUST-1242,Kevin,Thompson,kevinthompson@gmail.com,(898) 528-7248,2045-06-15,2020-03-01,Worcester,MA,43631,Gold,133.28,34,2024-02-28,False,mail,
CUST-1243,Steven,Lewis,steven_lewis@aol.com,(726) 284-2572,1965-01-07,2023-06-13,Nashville,TN,80513,Bronze,3138.4,14,2023-11-18,True,mail,
CUST-1244,Margaret,Miller,margaretmiller95@yahoo.com,,1952-02-18,2020-07-29,Reading,PA,53478,Bronze,446.73,4,2022-07-02,False,mail,
CUST-1245,Robert,Torres,robert_torres50@comcast.net,(643) 523-1276,1984-12-11,2021-10-10,Columbus,GA,25506,Bronze,3210.7,40,2022-03-06,True,mail,
CUST-1246,Robert,Thompson,robert_thompson88@yahoo.com,000-000-0000,1984-03-21,2020-03-20,Indianapolis,IN,96602,Bronze,2375.2,35,2022-08-14,True,mail,
CUST-1247,Betty,Wright,betty_wright87@gmail.com,(766) 768-3316,1961-01-21,2018-03-27,Grand Rapids,MI,10659,Platinum,2690.39,6,2022-11-09,True,mail,
CUST-1248,Melissa,Campbell,not_an_email,(388) 426-5140,1967-06-08,2018-08-23,Norfolk,VA,33770,Bronze,4258.42,36,2023-04-18,True,phone,
CUST-1249,Kevin,Jones,kevin.jones93@aol.com,386/714/2806,1958-12-23,2019-08-07,Charlotte,NC,91201,Bronze,4501.59,21,2023-05-13,False,phone,
CUST-1250,  Donna ,Nelson,donna.nelson73@aol.com,  515 856 2167  ,1978-02-06,2019-05-20,Ann Arbor,MI,39035,Platinum,1390.63,24,2022-05-18,False,phone,
CUST-1251,Sandra,Lewis,sandra_lewis@hotmail.com,(861) 821-2343,1975-03-06,2022-10-25,Chesapeake,VA,28350,Silver,1323.54,41,2022-03-20,True,email,
CUST-1252,Steven,Green,,(764) 466-9904,1998-06-02,2020-08-24,Akron,OH,95709,Silver,1835.43,15,2024-03-01,False,email,
CUST-1253,Sandra,Allen,sandra_allen@outlook.com,(828) 900-3717,1996-02-16,2018-10-15,Indianapolis,IN,68487,gold ,903.93,37,2023-11-07,True,mail,
CUST-1254,George,Walker,george.walker98@outlook.com,(264) 470-7052,13-01-1977,2018-03-29,Virginia Beach,VA,97632,Silver,2594.25,24,2023-02-02,False,phone,
CUST-1255,John,Williams,johnwilliams67@icloud.com,(792) 757-3848,1983-10-17,2021-08-31,Newark,NJ,  ,Gold,2942.52,5,2023-06-14,False,phone,
CUST-1256,Joseph,King,joseph_king63@gmail.com,(713) 342-8207,1964-11-09,2019-04-17,Tacoma,WA,20104,Gold,1065.47,12,2022-06-11,False,mail,
CUST-1257,Amanda,Davis,amanda_davis@live.com,(891) 690-8848,1968-11-26,2021-04-24,Macon,GA,31134,,122.01,3,2022-05-11,True,email,
CUST-1258,Joshua,Allen,,+18249528101,06/21/1961,2023-06-09,Fresno,CA,83872,Bronze,4393.76,47,2023-11-09,False,email,
CUST-1259,Susan,Lewis,susan_lewis@comcast.net,280.636.8652,2005-11-29,2021-09-12,Kenosha,WI,76952,Gold,846.93,44,2022-12-17,False,mail,
CUST-1260,Emily,Jones,emily_jones@gmail.com,(407) 735-9263,1987-08-30,2022-08-20,Macon,GA,29603,Bronze,895.34,40,2023-09-07,True,mail,
CUST-1261,Steven,Carter,steven_carter@gmail.com,(993) 894-8069,1996-11-01,2020-05-11,New York,NY,58546,Bronze,3491.24,28,2022-08-23,False,phone,
CUST-1262,Daniel,Nguyen,barbaraking52@hotmail.com,(984) 438-2373,1975-06-01,2021-05-10,Baltimore,MD,81267,Platinum,1296.45,1,2023-12-28,True,mail,
CUST-1060,Dorothy,Davis,dorothy_davis@aol.com,(618) 570-2746,N/A,2020-05-22,Indianapolis,IN,95403,Gold,1313.9,35,2023-03-10,False,mail,
CUST-1264,Sarah,Baker,sarah_baker71@hotmail.com,(579) 772-8925,1972-10-07,2019-09-21,Spokane,WA,85713,Gold,3873.23,26,2024-01-24,True,mail,
CUST-1265,Linda,Mitchell,lindamitchell@outlook.com,(720) 610-6544,1999-05-25,2021-06-11,Macon,GA,99727,Bronze,812.08,41,2022-01-06,True,email,
CUST-1266,Donald,Hill,donald.hill@aol.com,(281) 823-1618,1899-01-01,2023-03-22,Phoenix,AZ,62513,Gold,3560.91,39,2022-02-28,True,mail,
CUST-1267,Ashley,Lewis,ashleylewis67@outlook.com,(234) 813-9364,1996-04-11,2021-12-01,Cleveland,OH,40365,Silver,3373.38,24,2022-09-02,True,email,
CUST-1268,Jennifer,Moore,jennifermoore51@outlook.com,(730) 215-2124,1958-02-02,2021-01-30,Tacoma,WA,47289,Gold,1743.9,18,2022-08-20,True,phone,
CUST-1269,Betty,Torres,betty.torres@yahoo.com,(715) 501-6570,1960-07-01,2022-07-03,Cincinnati,OH,77277,Gold,4381.8,37,2022-09-14,False,phone,
CUST-1270,Andrew,Walker,andrew_walker88@gmail.com,(693) 319-5224,1956-01-23,2020-02-23,Columbus,GA,93055,Silver,-1.99,15,2022-11-20,False,phone,
CUST-1271,Dorothy,Wright,dorothy.wright@comcast.net,(889) 966-6603,1956-10-27,2021-02-09,Cincinnati,OH,33394,Platinum,1576.23,14,2023-08-11,False,email,
CUST-1272,Melissa,Baker,melissabaker@outlook.com,(471) 411-4755,1968-03-11,2022-09-06,Erie,PA,42728,Gold,788.42,7,2022-05-03,True,mail,
CUST-1273,Kevin,Young,kevinyoung6@aol.com,(835) 522-9066,2001-07-17,2022-11-15,Milwaukee,WI,46009,Platinum,922.53,49,2023-06-08,False,phone,
CUST-1274,Joseph,Carter,joseph.carter68@live.com,(753) 233-9232,1981-02-26,2020-03-17,Frederick,MD,99959,Silver,2291.41,8,2023-12-17,False,phone,
CUST-1275,Brian,Smith,,356.766.3878,1966-10-16,2021-01-28,Cleveland,OH,44452,Silver,1354.35,40,2022-12-18,False,email,
CUST-1276,Ashley,Ramirez,ashleyramirez97@aol.com,(610) 486-8384,1966-02-20,2021-03-16,Erie,PA,27188,Silver,4072.81,47,2022-10-04,True,mail,
CUST-1277,Margaret,Harris,margaretharris20@gmail.com,(380) 631-9185,1962-01-24,2023-01-04,Pittsburgh,PA,92660,Gold,3928.81,20,2022-09-14,True,phone,
CUST-1278,Michael,Hall,michael.hall33@yahoo.com,(660) 962-6483,1973-04-22,2020-01-10,Chicago,IL,57226,Gold,1727.26,27,2022-05-05,False,mail,
CUST-1279,Kenneth,Gonzalez,kennethgonzalez@icloud.com,(563) 532-9363,1993-09-26,2022-05-06,Bowie,MD,68580,Bronze,1911.54,19,2023-04-20,True,email,
CUST-1280,Joshua,Perez,joshuaperez@yahoo.com,(365) 551-4739,1978-02-15,2019-10-11,Glendale,AZ,95591,Gold,3555.06,39,2023-10-23,False,phone,
CUST-1281,Mark,Roberts,markroberts58@hotmail.com,(388) 223-3048,1971-01-19,2021-09-17,Newport News,VA,42983,Bronze,1060.75,26,2022-04-16,True,email,
CUST-1282,Donald,Scott,donald_scott@yahoo.com,(468) 832-3544,1957-07-25,2021-09-03,Los Angeles,CA,61097,Gold,1154.49,48,2022-10-18,False,mail,
CUST-1283,William,Rodriguez,,(687) 678-9856,1974-06-10,2021-01-28,Fort Wayne,IN,68306,Silver,4848.02,45,2023-07-07,True,mail,
CUST-1284,Kenneth,Robinson,kennethrobinson82@aol.com,(693) 752-4721,1958-01-13,2020-06-23,Gaithersburg,MD,50352,Gold,2066.9,10,2022-11-07,True,email,
CUST-1285,Dorothy,Carter,dorothy_carter@live.com,(973) 688-5908,1950-10-27,2022-04-18,Tampa,FL,66418,Gold,2989.05,1,2023-07-16,False,email,
CUST-1286,Anthony,Scott,anthony.scott21@comcast.net,(425) 469-2297,1987-11-18,2021-07-04,Chandler,AZ,41399,Gold,1430.54,48,2023-06-29,False,phone,
CUST-1287,Richard,Jones,richard_jones15@live.com,(478) 917-9060,1966-11-06,2019-10-19,Aurora,IL,12542,Silver,257.66,35,2022-01-23,True,email,
CUST-1288,Charles,Moore,charlesmoore@yahoo.com,(354) 215-9086,1969-06-26,2019-12-02,Orlando,FL,65082,Gold,3930.77,32,2023-01-16,False,mail,
CUST-1289,John,Perez,john.perez35@yahoo.com,(756) 681-3975,1967-03-30,2023-01-09,Dallas,TX,42778,Platinum,4142.98,8,2024-02-26,True,phone,
CUST-1290,Deborah,Lewis,deborah.lewis@outlook.com,4173904292,1978-12-26,2018-11-21,Atlanta,GA,92465,Bronze,3726.18,36,2023-06-18,True,phone,
CUST-1291,,Green,donald_green@yahoo.com,(441) 848-8113,1979-02-11,2018-01-31,Grand Rapids,MI,31936,Gold,2927.64,26,2022-09-06,True,email,
CUST-1292,Emily,Hall,emily.hall@outlook.com,(361) 711-2497,2005-07-02,2019-11-25,Clarksville,TN,91937,Bronze,308.28,42,2022-06-07,True,email,
CUST-1293,Ashley,Anderson,ashleyanderson97@live.com,995.552.3338,1983-11-22,2020-01-04,Edison,il,27659,PLATINUM,4494.33,32,2023-12-25,False,mail,
CUST-1294,,Wright,charleswright24@aol.com,(949) 679-5510,2003-09-17,2023-02-16,,TN,82682,Silver,353.69,10,2023-04-06,False,phone,
CUST-1295,Paul,White,paulwhite65@hotmail.com,659.850.4299,2005-08-22,2019-05-05,Boston,ohio,52034,Bronze,3294.86,35,2023-02-01,1,mail,
CUST-1296,Carol,Young,carolyoung37@comcast.net,(856) 529-2809,1958-08-21,2020-12-07,St. Louis,MO,96362,Bronze,228.45,9,2022-07-02,True,email,
CUST-1297,Michael,Young,michael.young74@live.com,(738) 838-5193,1954-05-28,2020-01-21,Philadelphia,PA,38930,Bronze,75.3,14,2023-11-03,False,email,
CUST-1298,Sandra,Green,sandragreen96@aol.com,(925) 259-5355,1997-06-17,2018-03-25,San Diego,CA,19225,Gold,398.9,14,2023-06-16,True,email,
CUST-1299,George,Anderson,george.anderson@hotmail.com,,1959-06-20,2022-04-19,Columbia,MO,93705,Gold,3375.72,45,2023-11-13,False,email,
CUST-1300,David,,davidlopez@live.com,(560) 522-6319,1983-05-08,2020-04-24,Columbia,MO,93000,Platinum,4132.51,21,2023-09-16,True,mail,
CUST-1301,Paul,Wilson,paulwilson33@live.com,(658) 606-1003,1953-02-09,2019-08-06,Bellevue,WA,88087,Bronze,2592.87,20,2022-01-07,False,email,
CUST-1302,Susan,Lee,susanlee@yahoo.com,(238) 671-6827,1964-01-03,2018-10-11,Cincinnati,N.Y.,ABCDE,Gold,4449.23,16,2022-08-27,False,phone,
CUST-1303,Jennifer,Torres,jennifer.torres@aol.com,(694) 377-8999,2001-09-11,2022-08-06,Bellevue,WA,22499,Gold,196.48,37,2023-01-26,True,email,
CUST-1304,Deborah,Perez,deborah_perez@gmail.com,(849) 996-7266,1954-11-09,2019-09-17,Richmond,VA,78731,Bronze,1603.39,37,2022-06-03,False,mail,
CUST-1305,  Brian ,Anderson,briananderson94@live.com,(970) 809-9269,1958-01-30,2019-03-31,Jacksonville,FL,66614,Gold,3933.98,10,2022-05-16,False,email,
CUST-1306,Donald,Torres,donald_torrescomcast.net,(713) 644-3136,1962-02-06,2020-09-11,Fresno,CA,83308,gold ,2444.43,42,2023-08-09,True,mail,
CUST-1307,Donna,Mitchell,donna.mitchell10@comcast.net,(531) 901-2467,1960-02-05,2021-10-07,Fort Wayne,IN,00000,Platinum,1832.69,13,2022-11-25,False,mail,
CUST-1308,Michelle,Johnson,michelle_johnson79@hotmail.com,(651) 245-4825,1967-12-01,2021-11-04,Grand Rapids,MI,58997,Silver,3791.09,6,2022-04-26,True,email,
CUST-1309,Donna,Martinez,donna_martinez@icloud.com,(660) 682-1372,N/A,2019-03-05,Detroit,MI,80517,Silver,1026.97,34,2024-02-08,False,,
CUST-1310,Donald,Flores,donald_flores@icloudcom,(374) 261-5653,1968-01-03,2022-06-05,Jacksonville,FL,90997,Gold,274.9,42,2022-01-09,True,phone,
CUST-1311,Kevin,Moore,kevin.moore38@outlook.com,(589) 720-2631,1978-04-20,2020-09-19,Virginia Beach,VA,88263,Bronze,940.22,33,2023-04-14,True,email,
CUST-1312,Jessica,King,jessica_king@gmail.com,(555) 900-6765,1981-11-19,2021-07-04,Warren,MI,49626,Silver,4980.01,33,2022-10-10,True,mail,
CUST-1313,Thomas,Harris,thomas_harris@aol.com,(602) 872-3248,1957-11-16,2022-02-03,Akron,OH,60096,Silver,2092.49,37,2022-06-06,False,phone,
CUST-1314,Kenneth,Perez,kenneth.perez@outlook.com,(341) 516-9582,1962-02-18,2020-05-30,Cambridge,MA,29025,Silver,1594.31,36,2023-06-30,True,email,
CUST-1315,Christopher,Martinez,christopher_martinez53@live.com,(963) 852-5485,1963-08-20,2022-05-15,Cincinnati,OH,34632,Bronze,666.41,2,2024-02-20,False,mail,
CUST-1316,Andrew,Flores,andrew.flores@aol.com,(281) 904-8808,,2020-10-25,Savannah,GA,89260,Platinum,3562.98,24,2022-07-08,False,phone,
CUST-1317,Donald,Rodriguez,donald.rodriguez5@gmail.com,(476) 622-4646,1968-03-13,2022-04-01,Aurora,IL,36812,Bronze,893.62,29,2023-09-24,False,mail,
CUST-1318,Christopher,Robinson,christopher_robinson6@aol.com,(603) 826-9784,1997-02-13,2021-08-06,Macon,GA,15047,Bronze,2263.53,3,2022-09-09,False,mail,
CUST-1319,John,Scott,steven.mitchell78@gmail.com,1-577-244-2103,1975-08-26,2020-08-02,Bellevue,WA,31821,Platinum,1479.15,4,2023-12-08,True,phone,
CUST-1320,Michelle,Lewis,richard_jones15@live.com,(623) 531-8387,1952-03-27,2019-01-02,Fort Worth,TX,69464,Silver,4413.92,6,2022-09-14,False,mail,
CUST-1321,  Michelle ,Rivera,,(287) 736-7292,1995-11-27,2021-06-07,Chicago,IL,30958,Platinum,2756.23,3,2024-02-26,True,phone,
CUST-1322,Andrew,Nelson,andrew.nelson@comcast.net,(515) 516-8311,1975-11-28,2021-07-06,Miami,FL,33684,Bronze,4493.72,13,2022-01-04,False,email,
